Category	Question	Choice-1	Choice-2	Choice-3	Choice-4	Answer
For-Kids	What animals mock the little duck in Hans Christian Andersens fairy tale The Ugly Duckling?	Cat and dog	Cat and hen	Hen and dog	Geese	Cat and hen
For-Kids	What kind of people are unable to see the clothes of the emperor according to the frauds in the fairy tale The Emperors New Clothes?	Liars	Stupid people	Criminals	All of these	Stupid people
For-Kids	According to The Steadfast Tin Soldier, what do the tin soldier and the paper ballerina have in common that makes the soldier fall in love?	They are dressed in white	They are both standing on one leg	They love listening to the gramophone	They are both very sad	They are both standing on one leg
For-Kids	Why does Death decide to spare the Chinese Emperors life in the fairy tale The Nightingale by Hans Christian Andersen?	God forces him to go away	He is moved by the song of the bird	He takes the Emperors nightingale in exchange for his life	He gets scared from a Chinese mask	He is moved by the song of the bird
For-Kids	How many people died in the fictional Battle of Hogwarts?	54	50	52	53	54
For-Kids	How many people are in the fictional student organisation known as Dumbledores Army?	25	26	29	28	28
For-Kids	How many siblings does Ron Weasley have?	3	5	4	6	6
For-Kids	How many people were selected for the Triwizard Tournament in Harry Potter and the Goblet of Fire?	5	1	4	3	4
For-Kids	How many O.W.L.s did Hermione Granger get in the Harry Potter books?	15	9	10	8	10
For-Kids	How many dementors attacked Harry and Hermione in the end of Book 3 of the Harry Potter series?	55	45	40	50	50
For-Kids	How many floors are in the fictional Hogwarts school?(excluding the dungeons)	9	8	6	7	7
For-Kids	On what day did Harry Potter discover the Mirror of Erised?	December 25th	November 25th	October 25th	January 25th	December 25th
For-Kids	On what floor of the fictional Hogwarts school do you find the Room of Requirement?	5th	7th	6th	3rd	7th
For-Kids	How many people died in the book Harry Potter and the Sorcerers Stone?	2	3	4	1	3
For-Kids	What is Harrys first line in the book Harry Potter and the Deathly Hallows?	Whats this doing here?	Ouch!	Hush up Hedwig	What the?	What the?
For-Kids	Fictional character Rita Skeeter wrote a book titled Albus Dumbledore, His Life and Lies.	True	False			False
For-Kids	Was Albus Dumbledores sister named Areida?	No	Yes			No
For-Kids	Who does Hermione Granger fly with when leaving Privet Drive?	Fred Weasley	Arthur Weasley	Kingsley Shacklebolt	Bill Weasley	Kingsley Shacklebolt
For-Kids	What spell does Hermione not approve of according to the book Harry Potter and the Deathly Hallows?	Suctesemptra	Muffliato	Demuestio	Fiendfyre	Muffliato
For-Kids	In Harry Potter and the Deathly Hallows, Ron leaves the group when they are in the forest of Dean.	False	True			False
For-Kids	What character first discovered that the name Voldemort was cursed?	Ron	Harry	Hermione	Ginny	Ron
For-Kids	It is mentioned in Harry Potter and the Deathly Hallows that Bill had a real knack for guessing the passwords for the radio.	False	True			True
For-Kids	Who does Harry first use the Imperius curse on in Harry Potter and the Deathly Hallows?	Dragomir	He doesnt use unforgivable curses.	A goblin	Travers	A goblin
For-Kids	According to the Harry Potter books, Fleur Delacours middle name is Clemence.	False	True			False
For-Kids	What is the name of the spell that multiplies objects in the Harry Potter books?	Gemino	Duplique	Multiplico	Magrante	Gemino
For-Kids	In the chapter of Harry Potter and the Deadly Hallows, titled The Princes Tale, Lily states that these two boys idea of humor is, just evil.	Mulciber and Avery	Macnair and Lucius	James and Sirius	Lucius and Lestrange	Mulciber and Avery
For-Kids	What characters screams at the end of Harry Potter and the Deadly Hallows on learning of Harrys apparent death.	Hermione	McGonagall	Ginny	Ron	McGonagall
For-Kids	Does Voldemort tell Neville that he has spirit and bravery in the last book of the Harry Potter series?	No	Yes			Yes
For-Kids	Sleeping Beauty was the last fairy tale produced by Walt Disney.  When was it released?	May 25, 1944	January 29, 1959	August 1, 1966	February 14, 1951	January 29, 1959
For-Kids	Sleeping Beautys musical score and songs were inspired by Pyotr Ilyich Tchaikovskys Sleeping Beauty ballet.	False	True			True
For-Kids	In the Disney movie Sleeping Beauty, Princess Aurora is born to King Stefan and Queen Leah and they name her Aurora after what Roman goddess?	The goddess of the dawn	The goddess of the moon	The goddess of the forests	The goddess of the clouds	The goddess of the dawn
For-Kids	In the popular Disney animated film Maleficent curses baby Aurora: she will die when she pricks her finger on a spinning wheels spindle.  Why does Maleficent arrive and curse the child?	She was in line to inherit the kingdom before Aurora was born.	She is in love with the king.	She hates the queen, her sister.	She was not invited to the christening.	She was not invited to the christening.
For-Kids	What is the gift of the third fairy in the Disney movie Sleeping Beauty?	She makes Aurora able to live for 500 years.	She weakens the curse so Aurora will only fall into a deep sleep.	She curses Maleficent with death.	She makes a valiant prince fall in love with Aurora.	She weakens the curse so Aurora will only fall into a deep sleep.
For-Kids	The three fairies in the animated film Sleeping Beauty decide to conceal Aurora in a cabin in the woods until her 16th birthday passes, but before the fairies take Aurora to the woods, what does the King do to stop the curse?	locks Aurora in a tower	tries to have another witch remove the curse	commands all spinning wheels be destroyed	kills Maleficent	commands all spinning wheels be destroyed
For-Kids	What do the fairies rename Aurora in the Disney movie Sleeping Beauty?	Dahlia	Topaz	Briar Rose	Jasmine	Briar Rose
For-Kids	In the animated movie Sleeping Beauty, just prior to Auroras 16th birthday, Maleficent is furious that she and her evil henchmen still cannot find Aurora. What does Maleficent do?	She consults her crystal ball for Aurora.	She sends out her raven Diablo to find Aurora.	She disguises herself as a peasant and searches for Aurora.	She puts the prince under a spell and sends him to search for Aurora.	She sends out her raven Diablo to find Aurora.
For-Kids	In the movie Sleeping Beauty, on Auroras 16th birthday, the fairies decide to make two presents, but their attempts fail and they use their wands, thus giving away their location. What two items were the fairies making for Aurora?	A gown and a cape	A cake and a gown	A cake and a quilt	A pie and a gown	A cake and a gown
For-Kids	In the Disney movie Sleeping Beauty, when Aurora returns to the cabin, the fairies tell her who she really is and take her to the castle to see her parents.	True	False			True
For-Kids	In the movie Sleeping Beauty, back at home in the castle, Aurora finds a spinning wheel in the castles tower, pricks her finger on the spindle and falls into a deep sleep. Who finds Aurora?	The queen	The king	The fairies	The prince	The fairies
For-Kids	In the Disney movie Sleeping Beauty, once Aurora falls into her deep sleep, the fairies freeze time until the spell is broken.	False	True			False
For-Kids	In the Disney film Sleeping Beauty, the fairies find out that Prince Phillip is the man Aurora loves and the only one who can break the spell, but Maleficents henchmen capture him and take him to Maleficents castle. What is the castle called?	The Lair	The Den of Thorns	The Forbidden Mountain	The Dark Palace	The Forbidden Mountain
For-Kids	In the animated movie Sleeping Beauty, the fairies enter Maleficents castle and free the prince and give him these two magical objects.	A robe and sword	A watch and a book	A sword and a shield	A rose and a robe	A sword and a shield
For-Kids	After Maleficent dies in the film Sleeping Beauty, Prince Phillip rushes to Aurora and removes the curse with a kiss. The two enter the palaces ballroom and see Auroras parents. Is this the first time Aurora has seen her parents since she was an infant?	No	Yes			Yes
For-Kids	In the animated film Sleeping Beauty, Aurora and Prince Phillip dance a waltz and do not notice the fairies magically changing the color of Auroras ball gown.  As the book closes, Auroras gown turns this color and remains this color.	Pink	Blue	Purple	Green	Pink
For-Kids	Sleeping Beauty was re-released theatrically in 1970, 1971, 1986, 1993, 1995, and 2008. How much did it gross in theatres in the period 1959-2009, when adjusted for ticket price inflation?	$102.49 million	$478.22 million	$668.39 million	$309.2 million	$478.22 million
For-Kids	Why did actress Emma Watson, who plays Hermione in the Harry Potter series, keep her role in the sixth movie, Harry Potter and the Half-Blood Prince 2009, after initially deciding to quit?	She joked that she stayed because she was in love with Rupert Grint.	Her parents talked her into staying.	She did it for the fans.	She couldnt bear to see anyone else play Hermione.	She couldnt bear to see anyone else play Hermione.
For-Kids	How did actor Jim Broadbent describe his character, Horace Slughorn, from the sixth Harry Potter movie, Harry Potter and the Half-Blood Prince 2009?	Comic character	Unique character	Tragic character	Ambiguous character	Comic character
For-Kids	This actress reportedly accepted the role of Narcissa Malfoy for the 2009 movie Harry Potter and the Half-Blood Prince, but her agent stated that the rumors were not true.	Kate Winslet	Meg Ryan	Naomi Watts	Melanie Griffith	Naomi Watts
For-Kids	Who turns out to be the Half-Blood Prince in the sixth Harry Potter movie Harry Potter and the Half-Blood Prince?	Draco Malfoy	Albus Dumbledore	Severus Snape	Sirius Black	Severus Snape
For-Kids	What is the nickname of Sirius Black, whose younger brother Regulus Black appears in a photograph owned by Horace Slughorn in the movie Harry Potter and the Half-Blood Prince 2009?	Bagger	Padfoot	Mole	Dazzler	Padfoot
For-Kids	With whom does Harry Potter form a relationship in the 2009 movie Harry Potter and the Half-Blood Prince?	Fleur Delacour	Lavender Brown	All of these	Ginny Weasley	Ginny Weasley
For-Kids	What are the differences between the original plot of the book and the script of 2009 movie Harry Potter and the Half-Blood Prince?	Dumbledores funeral was not in the script.	Both the battle in the castle and Dumbledores funeral were not in the script.	The climactic battle in the castle was not in the script.	No changes were made.	Both the battle in the castle and Dumbledores funeral were not in the script.
For-Kids	What popular personality did actor Daniel Radcliffe portray in his debut movie?	David Copperfield	Peter Pan	Adolf Hitler	Harry Potter	David Copperfield
For-Kids	What kind of character did actor Rupert Grint from the 2009 Harry Potter and the Half-Blood Prince depict in a play based on the story of Noahs Ark when he was little?	One of Noahs sons	A lion	Noah	A fish	A fish
For-Kids	Which of these cast members of the 2009 movie Harry Potter and the Half-Blood Prince was born in Paris, France?	Helena Bonham Carter	Jessie Cave	Bonnie Wright	Emma Watson	Emma Watson
For-Kids	What kind of bird is the character from Oscar Wildes fairy tale The Happy Prince?	Nightingale	Sparrow	Hummingbird	Swallow	Swallow
For-Kids	How does the nightingale from Oscar Wildes story The Nightingale and the Rose find a red rose for the poor student?	It steals one	It paints a white rose with its blood	It travels trough many countries and dies from exhaustion	It prays to God and He sends one	It paints a white rose with its blood
For-Kids	What happens to the beautiful garden of the giant when he builds a wall to keep children off in Oscar Wildes fairy tale The Selfish Giant?	There is no more sunshine in the garden, only darkness	The small pond dries up and the fish dies	All the flowers wither and the birds die	Eternal winter sets in the garden	Eternal winter sets in the garden
For-Kids	What does Hans from Oscar Wildes fairy tale The Devoted Friend do for a living?	He is a musician	He is a miller	Hes a gardener	Hes a doctor	Hes a gardener
For-Kids	Why does the rocket from Oscar Wildes story The Remarkable Rocket fail to ignite?	It is too lofty	It dies	It is faulty	It gets wet	It gets wet
For-Kids	Why does the shepherd from Oscar Wildes fairy tale The Young King refuse to wear the royal raiment?	He doesnt want to be a king	He has nightmares of where it came from	All of these	He finds it ugly	He has nightmares of where it came from
For-Kids	What is the last line of the Infanta from Oscar Wildes story The Birthday of the Infanta?	Its a shame Ive forgotten who I was, so let the people decide my fate.	For the future, let those who come to play with me have no hearts.	Little people will never know what its like being a princess.	Justice shall reign one day when I sit on the throne.	For the future, let those who come to play with me have no hearts.
For-Kids	What does the Soul want from the fisherman in Oscar Wildes fairy tale The Fisherman and his Soul?	His only child	His hope	His most valuable possession	His heart	His heart
For-Kids	Who is the mother of the Star-Child from Oscar Wildes fairy tale The Star-Child?	A beggar	An angel	A witch	A star	A beggar
For-Kids	What is the beautiful Star-Child transformed into in Oscar Wildes fairy tale The Star-Child?	A cross between a snake and a toad	A flower	Vapor	A black dove	A cross between a snake and a toad
For-Kids	Harry Potter, Voldemort, and Dumbledore have connected wands.	True	False			False
For-Kids	Which of these fictional characters is the leader of the Death Eaters?	Voldemort	Rookwood	Bellatrix	Igor Karkaroff	Voldemort
For-Kids	What was the first name of the animated 1980s hero Blackstar?	Michael	John	Robert	James	John
For-Kids	How did Blackstar from the animated series of the same name get stranded in the alien world?	After an impact with an asteroid	Because of his co-pilots incompetence	After a time rift	After falling in a black hole	After falling in a black hole
For-Kids	In what year were the Blackstar animated series first broadcast on American television?	1980	1981	1983	1979	1981
For-Kids	In the Blackstar animates series, which of these was not a name of the little people known as the Trobbits?	Burble	Carpo	Dargo	Balkar	Dargo
For-Kids	How many episodes of the animated series Blackstar ran on American television?	16	13	20	10	13
For-Kids	The Wind in the Willows was published in 1908 without much notice. What famous author and playwright, best known for Winnie the Pooh, adapted part of the book for the stage in 1929, thus making the book famous?	William Horwood	E. H. Shepard	Kenneth Grahame	A. A. Milne	A. A. Milne
For-Kids	At the beginning of the book The Wind in the Willows, what is Mole doing when he gets angry and goes above ground to the river?	trying to sleep	listening to Mr. Toad	spring cleaning	looking for food	spring cleaning
For-Kids	What character from The Wind in the Willows becomes easily obsessed with items, only to forget about them soon after acquiring them?	Mole	Mr. Toad	Weasel	Pan	Mr. Toad
For-Kids	The Wind in the Willows was first published in 1908. What Scottish-born writer and author of the story The Reluctant Dragon wrote this book?	E. H. Shepard	A. A. Milne	Kenneth Grahame	James Blish	Kenneth Grahame
For-Kids	What character from The Wind in the Willows gets lost in Wild Wood while looking for Badgers house?	Otter	Mr. Toad	Mole	Weasel	Mole
For-Kids	In the novel The Wind in the Willows, Toad has crashed 6 cars, been put in the hospital for injuries 3 times, and has spent a great deal of money on fines. Toads friends decide to do this to save Toad since he has no sense when it comes to his obsessions.	Put him under house arrest	Have him thrown in jail	Burn his cars	Make him live underground with Mole	Put him under house arrest
For-Kids	In the novel The Wind in the Willows, while Mr. Toad is in jail, this person becomes fond of him and helps him escape.	Toads cellmate	The jailer	Toads attorney	The jailers daughter	The jailers daughter
For-Kids	In order to escape, Toad from The Wind in the Willows is dressed in disguise. What is he disguised as?	A police officer	An attractive female	The jailer	A washerwoman	A washerwoman
For-Kids	In the book The Wind in the Willows, shortly after his escape and still in disguise, Mr. Toad meets a bargewoman and tricks her into giving him a job. The bargewoman discovers Toads trick and throws him overboard. He steals her horse and sells it to a Gypsy for what?	Money and stew	A ride back to Toad Hall	Another disguise	A place to spend the night	Money and stew
For-Kids	In The Wind in the Willows, Mr. Toad tries to hitchhike back to the River Bank community. What is the significance of the car and driver that give Toad a ride?	It is Toads car, and Badger is the driver	It is Rats car, and Badger is the driver	It is the same car that Toad stole earlier	It is an undercover police car	It is the same car that Toad stole earlier
For-Kids	After his jail escape, The Wind in the Willows character, Toad, learns from Ratty that Toad Hall has been taken over by these Wild Wood animals.	the weasels, stoats and ferrets	the rabbits and otters	the birds	the squirrels and chipmunks	the weasels, stoats and ferrets
For-Kids	In 1949 Disney released their animated versions of The Wind in the Willows and this short story.	Chicken Little	Rip Van Winkle	The Legend of Sleepy Hollow	Mickey and the Beanstalk	The Legend of Sleepy Hollow
For-Kids	In 1967 this British rock band released their first album. It was titled after Chapter 7 of The Wind in the Willows: The Piper at the Gates of Dawn.	The Doors	Jethro Tull	The Beatles	Pink Floyd	Pink Floyd
For-Kids	Based on Mr. Toads car driving in The Wind in the Willows, Mr. Toads Wild Ride was established in 1955. What is it?	a ride at Disneyland	a brand of tennis shoes	a Wyoming state police manual	a board game	a ride at Disneyland
For-Kids	Where does Peter live in the childrens novel Peter and the Shadow Thieves?	Fairy Hollow	London	Never Land	Mollusk Island	Mollusk Island
For-Kids	In Peter and the Shadow Thieves, what is the name of Fighting Prawns oldest daughter?	Raven	Dana	Brilliant Ruby	Shining Pearl	Shining Pearl
For-Kids	Does Peter, the main character in Peter and the Shadow Thieves, wear shoes?	Yes	No			No
For-Kids	What is the name of the mermaid that flirts with Peter in the book Peter and the Shadow Thieves?	Singer	Beauty	Teacher	Swimmer	Teacher
For-Kids	Who does Peter have to warn about Ombra in the childrens novel Peter and the Shadow Thieves?	Louise	Tina	Molly	Julie	Molly
For-Kids	In the novel Peter and the Shadow Thieves, Slank is one of the Aster guards.	True	False			False
For-Kids	How does Peter get to London in the book Peter and the Shadow Thieves?	He takes a taxi.	He goes by boat.	He flies.	He swims.	He goes by boat.
For-Kids	In the book Peter and the Shadow Thieves, the starstuff was in what tower?	Bloody Tower	White Tower	Prison Tower	Golden Tower	White Tower
For-Kids	In the childrens novel Peter and the Shadow Thieves, James and Thomas are the two fastest Lost boys.	True	False			True
For-Kids	Which fairy is Peters guardian in the book Peter and the Shadow Thieves?	Rosy Tone	Hornblower	Tinker Bell	Violet Vinger	Tinker Bell
For-Kids	In Harry Potter and the Half-Blood Prince, when Harry is visiting Weasleys Wizard Wheezes, what is the last product mentioned before he followed Draco Malfoy into Knockturn Alley?	Decoy Detonator	Pygmy Puff	Fever Fudge	Nose Bleed Nougat	Pygmy Puff
For-Kids	What kind of tree does Harry Potter sit under after Dumbledores funeral?	Beech	Whomping Willow	Spruce	Oak	Beech
For-Kids	The first time Harry Potter encounters a little girl outside the room of requirement, she drops a bottle of what?	Water	Dittany	Draught of Living Death	Toadspawn	Toadspawn
For-Kids	What is Bellatrix Lestranges wand made of?	Pine	Walnut	Oak	Chestnut	Walnut
For-Kids	What is Zoeys last name on the TV show Zoey 101?	Brocks	Books	Brooks	Brakes	Brooks
For-Kids	On the sitcom Zoey 101, Zoeys brothers name is Todd.	True	False			False
For-Kids	Did Lola pretend to be a freaky goth chick on the show Zoey 101?	No	Yes			Yes
For-Kids	Has Chase had a crush on Zoey on the sitcom Zoey 101?	No	Yes			Yes
For-Kids	What year did the TV series Zoey 101 hit the airwaves?	2006	2004	2005	2003	2005
For-Kids	Who is the principal of the high school on Zoey 101?	Mrs Rivers	Dean Matthews	Ms. Matthews	Dean Rivers	Dean Rivers
For-Kids	What is the name of Zoeys high school on Zoey 101?	ACP	PAC	PCA	CAP	PCA
For-Kids	What is the name of Zoeys brainiac friend on the sitcom Zoey 101?	Quinn	Nicole	Ginger	Gretchen	Quinn
For-Kids	What happened to Nicole on the TV show Zoey 101?	She went to an all girls school.	She got expelled.	She moved away.	She went to home school.	She went to an all girls school.
For-Kids	Logan Ryan is the spoiled rich boy on Zoey 101.	True	False			False
For-Kids	What  Zoey 101 character has a lisp?	Sally	Sam	Stacey	Sidney	Stacey
For-Kids	Did Zoey start dating James when Chase went to England.	Yes	No			Yes
For-Kids	Has Quinn dated Marc on the show Zoey 101?	No	Yes			Yes
For-Kids	When did Zoey 101 end its original run?	2009	2007	2006	2008	2008
For-Kids	Jamie Lynn Spears plays Zoey on Zoey 101.	False	True			True
For-Kids	Is there a host for the Arcade on Webkinz?	No	Yes			No
For-Kids	What type of animal is the school superintendent on Webkinz?	cow	panda	bear	monkey	cow
For-Kids	On Webkinz, there is a host for the Tournament Area.	False	True			False
For-Kids	How many tokens do you need to access the Wish Machine in Webkinz World?	2	5	15	10	10
For-Kids	Dr. Quacks Clinic is the doctors office in Webkinz world.	True	False			True
For-Kids	In Webkinz World, What is the maximum amount of Kinzcash (from the tips can) that Arte will accept?	100	10	1	50	100
For-Kids	What is the 150th to last word in Harry Potter and the Deathly Hallows?	Ginny	Both	Harry	Said	Both
For-Kids	In Harry Potter and the Deathly Hallows, there is a chapter called The Bribe. What is the 138th word in this chapter?	They	Aberforth	Came	Hallows	They
For-Kids	This word is the 367th word of Hermiones Secret in Harry Potter and the Prisoner of Azkaban.	It	The	By	Hermione	By
For-Kids	What is the 120th word in Grim Defeat, a chapter of Harry Potter and the Prisoner of Azkaban.	Sirius	Grim	Send	Letter	Send
For-Kids	What is the 105th to last word in Diagon Alley, a chapter in Harry Potter and the Sorcerers/Philosophers Stone?	Happy	Hedwig	Great	Hagrid	Great
For-Kids	This word is the 224th word of the chapter, titled The Midnight Duel in Harry Potter and the Sorcerers/Philosophers Stone.	Snake	Filch	Malfoy	Everyone	Everyone
For-Kids	Harry Potter and the Chamber of Secrets has a chapter called The Chamber of Secrets. What is the 83rd to last word in this chapter?	Riddle	Rocks	Lockhart	Serpents	Serpents
For-Kids	In the Dueling Club, a chapter in Harry Potter and the Chamber of Secrets, what is the 251st to last word?	Wand	Malfoy	Ron	Tongue	Tongue
For-Kids	This is word number 230 in the chapter Elf Tails in Harry Potter and the Half-Blood Prince.	Anyone	Throat	Elf	Harry	Throat
For-Kids	Whats the last line of the nursery rhyme Little Bo Peep:	Wishing they never left	Sooner then you think	Waiting for their mommy	Wagging their tails behind them	Wagging their tails behind them
For-Kids	Fill in the missing words in the nursery rhyme Hush, Little Baby:	A diamond ring	A cart and bull	A billy goat	A looking glass	A diamond ring
For-Kids	In the following division problem, the quotient is 2: 	False	True			True
For-Kids	If your dog is licking him/herself, he/she is actually doing this.	Scratching him/herself	Trying to get attention	Playing around	Taking a bath	Taking a bath
For-Kids	Kittens use the litter box as a place to what?	Play in	Sleep in	Use the bathroom in	Eat in	Use the bathroom in
For-Kids	When dogs lick you, to them it is the same as kissing you.	Yes	No			No
For-Kids	Which of the following is NOT true about an adverb?	modifies clauses	modifies nouns	modifies adjectives	modifies verbs	modifies nouns
For-Kids	What is the participle in the following sentence?  Jane noticed her father walking along the shoreline.	her	along	walking	Jane	walking
For-Kids	Which of the following words can be used as an adjective?	door	mom	lazy	car	lazy
For-Kids	Two words can be brought together as a compound word.  They can be written together (one way), written as one word (hairstylist) or written with a hyphen (forty-two).  Which of the following sentences is a correct usage of a hyphen?	Josh could only go one-way.	The cherries were chocolate-covered.	Edgar Allen Poe is well-known.	Josh was driving down a one-way street.	Josh was driving down a one-way street.
For-Kids	The word effect is used as what part of speech in the following sentence?  Will lack of sleep have an effect on your performance at work?	noun	adjective	adverb	verb	noun
For-Kids	Which of the following sentences uses a comma incorrectly?	To stay in shape for competition, athletes must exercise on a regular basis to ensure top performance.	Most of the evidence seemed convincing. Still, the credibility of some witnesses was in question.	Preparing and submitting his report to the review board for evaluation and possible publication, was one of the most difficult tasks Bill had ever attempted.	After the adjustment for inflation, real wages have decreased while corporate profits have grown.	Preparing and submitting his report to the review board for evaluation and possible publication, was one of the most difficult tasks Bill had ever attempted.
For-Kids	In which movie did Hermione Granger say the following:	Harry Potter and the Chamber of Secrets	Harry Potter and the Goblet of Fire	Harry Potter and the Sorcerers Stone	Harry Potter and the Prisoner of Azkaban	Harry Potter and the Sorcerers Stone
For-Kids	Complete this line from the classic childrens book Green Eggs and Ham:	Bam-Bam	Jean-Claude Van Damme	Sam	A Lamb	Sam
For-Kids	Complete this line from the book Green Eggs and Ham:	Clock	Dog with Chicken Pox	Bag of Rocks	Fox	Fox
For-Kids	What word is missing in this line from the book Green Eggs and Ham:	Jeep	Car	Line at the DMV	Bucket of boiled beets	Car
For-Kids	In what Disney film does the following exchange take place:	The Black Cauldron	Sleeping Beauty	Lady and the Tramp	Beauty and the Beast	Beauty and the Beast
For-Kids	What Disney film is this dialogue from:	The Emperors New Groove	The Brave Little Toaster	Mulan	A Goofy Movie	The Emperors New Groove
For-Kids	What does x equal in this equation?	4	2	8	6	2
For-Kids	What is the answer to the following:	0	5	10	2	5
For-Kids	Is this correct?	Yes	No			Yes
For-Kids	What is the missing number?	16	17	14	15	16
For-Kids	What year did the animated series The Adventures of Jimmy Neutron: Boy Genius 1st air?	2001	2000	2002	2003	2002
For-Kids	Who  are Jimmys best friends on the show The Adventures of Jimmy Neutron: Boy Genius?	Carl and Bolbi	Carl and Sheen	Bolbi and Nick	Sheen and Bob	Carl and Sheen
For-Kids	What are Libbys and Cindys last names on the animated show The Adventures of Jimmy Neutron: Boy Genius?	Johnson and Vortex	Folfax and Vortex	Weed and Anderson	Williams and Washington	Folfax and Vortex
For-Kids	In what episode of The Adventures of Jimmy Neutron: Boy Genius are Jimmy and friends diagnosed with superpowers?	Super Justice League	The Tomorrow Boys	The N-Men	Fundemonium	The N-Men
For-Kids	On the animated show The Adventures of Jimmy Neutron: Boy Genius, who is Sheens favorite  superhero?	Bat Man	UltraLord	Speed Boy	Super Man	UltraLord
For-Kids	What city do Jimmy and his friends live in on the show The Adventures of Jimmy Neutron: Boy Genius?	Oak Town	Retro Park	Retroland	Retroville	Retroville
For-Kids	In the series The Adventures of Jimmy Neutron: Boy Genius, Jimmy has a crush on Cindy.	False	True			True
For-Kids	What is Jimmys dads name on The Adventures of Jimmy Neutron: Boy Genius?	Robert	James	Joseph	Hugh	Hugh
For-Kids	What is Jimmys dads favorite food on The Adventures of Jimmy Neutron: Boy Genius?	pie	cookies	pizza	cake	pie
For-Kids	Who is the teacher of fictional character Jimmy Neutron?	Ms. Fowl	Mrs. Poultry	Ms. Turkey	Ms. Chicken	Ms. Fowl
For-Kids	Does animated character Jimmy Neutron have a  brother?	Yes	No			Yes
For-Kids	Which of these is a rational fear according to the book the The Wide Window by Lemony Snicket?	Fear of monsters under your bed	Fear of lemon meringue pie	Fear of heights	Fear of realtors	Fear of monsters under your bed
For-Kids	In the book The Austere Academy, when Carmelita Spats called the Baudelaires cakesniffers, Mr. Poe said that was very rude of her.	True	False			False
For-Kids	In which book by Lemony Snicket does the phrase, It takes a village to raise a child, affect the Baudelaires?	The Penultimate Peril	The Wide Window	The Vile Village	The Bad Beginning	The Vile Village
For-Kids	Which statement is true about some of the pages of the book The Ersatz Elevator?	They are just rectangles of black.	They look like someone spilled tea on them.	They can only be read if you hold the book up to a mirror.	They are deliberately placed out of order.	They are just rectangles of black.
For-Kids	In which book of A Series of Unfortunate Events are there two pages that are almost identical?	The Carnivorous Carnival	The Reptile Room	The Grim Grotto	The Vile Village	The Carnivorous Carnival
For-Kids	Every book of A Series of Unfortunate Events is dedicated to Beatrice, followed by a short message. Which of the following sentences was never written on the dedication page?	To Beatrice, when I first saw you, I was breathless. Now, you are.	To Beatrice, summer without you is as cold as winter. Winter without you is even colder.	To Beatrice, I always used to sleep late on weekends. Alas, now you do, also.	To Beatrice, you will always be in my mind, in my heart, and in your grave.	To Beatrice, I always used to sleep late on weekends. Alas, now you do, also.
For-Kids	Decode the name of this fruit:	Ratennice	Centarine	Nectarine	Nernatice	Nectarine
For-Kids	Who is the Beatrice that writer Lemony Snicket always dedicates his books to?	A metaphor for V. F. D.	Beatrice Quagmire	Beatrice Baudelaire	Aunt Josephines sister	Beatrice Baudelaire
For-Kids	The 13th book of A Series of Unfortunate Events ends with the Baudelaires doing what?	Settling on an island	Crying	Sailing on a boat	Dying	Sailing on a boat
For-Kids	The final 13th book of A Series of Unfortunate Events has 13 chapters and ends with an About the author... section.	False	True			False
For-Kids	Which set of characters from A Series of Unfortunate Events contains only people who lived through the entire series?	Count Olaf, Mr. Baudelaire, Carmelita Spats	Violet Baudelaire, Jerome Squalor, Aunt Josephine	Violet Baudelaire, Klaus Baudelaire, Beatrice Snicket	Klaus Baudelaire, Sunny Baudelaire, Duncan Quagmire	Klaus Baudelaire, Sunny Baudelaire, Duncan Quagmire
For-Kids	Esme Squalors evilness was due to her boyfriend, Count Olaf.	False	True			False
For-Kids	In A Series of Unfortunate Events, what type of game did Fionas brother invent?	Ball game	Card game	Board game	Word game	Card game
For-Kids	Which three names can J.S. stand for in the books of A Series of Unfortunate Events?	Jaques Snicket, Joseph Spat, Judy Spree	Jaques Snicket, Judy Spree, Justice Strauss	Jaques Snicket, Jerome Squalor, Justice Strauss	Joseph Spat, Jerome Squalor, Justice Strauss	Jaques Snicket, Jerome Squalor, Justice Strauss
For-Kids	In which book of A Series of Unfortunate Events did Klauss glasses break?	Book 4	Book 5	Book 2	Book 3	Book 4
